InputStoryid,premise,hypothesis,label,ending_id,premise_len,hypothesis_len
0d70ad27-5468-4aa8-b375-c0a273f73bab,Arnold was scared of cats. He thinks all of them are creepy. One day he visited his girlfriend's house. His girlfriend has a cat.,Arnold dumped his girlfriend.,1,2,24,4
add7d561-802c-4697-8280-484420ad3d80,Leah is a full time college student who wants a part time job. Leah searches craigslist and finds an entry level position. Leah applies and the next day get a call for an interview. Leah goes to the interview and does really well.,Leah gets fired.,0,1,43,3
add7d561-802c-4697-8280-484420ad3d80,Leah is a full time college student who wants a part time job. Leah searches craigslist and finds an entry level position. Leah applies and the next day get a call for an interview. Leah goes to the interview and does really well.,Leah gets the job.,1,2,43,4
4615d59f-be35-4bb8-8990-988e2f16ade7,"Bob was driving from Texas to Florida. He refused to stop at hotels for a break. After fifteen hours of driving, he was tired. He began to fall asleep.",Bob felt very energized.,0,1,29,4
4615d59f-be35-4bb8-8990-988e2f16ade7,"Bob was driving from Texas to Florida. He refused to stop at hotels for a break. After fifteen hours of driving, he was tired. He began to fall asleep.",Bob decided to stay at a nearby hotel for the night.,1,2,29,11
f5e38006-7951-497d-812b-a272e2ba5780,I got my concert tickets. I drove to Chicago. I could not believe I was seeing a Beatle. I was 30 rows from the front of the stage.,I cheered when the Beatle came under the spotlight.,1,1,28,9
f5e38006-7951-497d-812b-a272e2ba5780,I got my concert tickets. I drove to Chicago. I could not believe I was seeing a Beatle. I was 30 rows from the front of the stage.,I began to tremble uncontrollably with terror and dread.,0,2,28,9
5828f905-bd2a-4c27-9c05-7f6a6e16fe0d,It was summer. And Jeff's room was very hot. He saw dark blinds advertised to block heat. And he thought it would make a noticeable difference.,Joe liked how the blinds let in the warmth and light.,0,1,26,11
5828f905-bd2a-4c27-9c05-7f6a6e16fe0d,It was summer. And Jeff's room was very hot. He saw dark blinds advertised to block heat. And he thought it would make a noticeable difference.,Joe was pleased when he put up the new blinds.,1,2,26,10
6b1c8d84-ad44-4247-ab03-dcf4c6bbbc82,"Joey's uncle showed him a marble. He teased Joey and said it was his glass eye. Later, Joey played marbles with friends. One boy said his marble was a cat's eye.",Joey knew everybody was just teasing him.,1,1,31,7
6b1c8d84-ad44-4247-ab03-dcf4c6bbbc82,"Joey's uncle showed him a marble. He teased Joey and said it was his glass eye. Later, Joey played marbles with friends. One boy said his marble was a cat's eye.",Joey took his baseball and went home.,0,2,31,7
c82c141a-27e9-4a5f-9b3e-c1ae1f33ace5,Jeffries's remote ran out of batteries. It stopped working completely. He needed to replace them. So he went to the store to buy some more.,He made sure to buy rechargeable batteries this time.,1,1,25,9
c82c141a-27e9-4a5f-9b3e-c1ae1f33ace5,Jeffries's remote ran out of batteries. It stopped working completely. He needed to replace them. So he went to the store to buy some more.,He made sure all of his bills were paid on time.,0,2,25,11
603fff0a-05d0-48f5-84c1-550fc754256b,I've always wanted to be able to bike thirty miles at one time. Right now I can only bike about twenty miles at once. I got myself a biking trainer who helped me make progress. I worked hard for a few months and ate all the right foods.,Now I can bike 30 miles.,1,1,48,6
603fff0a-05d0-48f5-84c1-550fc754256b,I've always wanted to be able to bike thirty miles at one time. Right now I can only bike about twenty miles at once. I got myself a biking trainer who helped me make progress. I worked hard for a few months and ate all the right foods.,I am so out of shape I can't even bike a mile.,0,2,48,12
f934d116-c42c-4ec4-9b6c-d910999099c2,"My family has always loved camping, me not so much. The summer I was 19 was the last time I camped. First our car broke down and we were stranded in the heat for hours. I burned my hand cooking dinner, fell in the lake and eaten by bugs.",That was the best trip of my life.,0,1,49,8
f934d116-c42c-4ec4-9b6c-d910999099c2,"My family has always loved camping, me not so much. The summer I was 19 was the last time I camped. First our car broke down and we were stranded in the heat for hours. I burned my hand cooking dinner, fell in the lake and eaten by bugs.",I decided never to go camping again.,1,2,49,7
e29bc99e-a7be-45bc-a36a-bf68c6ff5797,"My professor assigned my class an essay. By the time I left the classroom, I had forgotten about it. A few days later, my classmate messaged me to ask if I had done it. I was so upset because I had totally forgotten!",I was worried about my grade.,1,1,43,6
e29bc99e-a7be-45bc-a36a-bf68c6ff5797,"My professor assigned my class an essay. By the time I left the classroom, I had forgotten about it. A few days later, my classmate messaged me to ask if I had done it. I was so upset because I had totally forgotten!",I was sure I would get an A if I didn't turn in my essay.,0,2,43,15
64f920dc-a877-4397-9b07-f144432fa0ca,Sally believes her boss is trying to fire her. She stays late to make sure her work is correct. Sally is still on edge. She decides to set up a meeting with her boss.,Sally hopes to lose her job.,0,1,34,6
64f920dc-a877-4397-9b07-f144432fa0ca,Sally believes her boss is trying to fire her. She stays late to make sure her work is correct. Sally is still on edge. She decides to set up a meeting with her boss.,Sally hopes her boss will keep her.,1,2,34,7
7fa74ecd-3feb-4205-b2a4-d173f8b0c2bf,"We decided we would learn to make candy. We checked out a book on the subject and read up. Then, we set to work trying. We realized greatly overestimated how hard it was to make candy.",We found we made a mess in the kitchen.,1,1,36,9
7fa74ecd-3feb-4205-b2a4-d173f8b0c2bf,"We decided we would learn to make candy. We checked out a book on the subject and read up. Then, we set to work trying. We realized greatly overestimated how hard it was to make candy.",We decided to sell our candy to a local boutique.,0,2,36,10
88670c09-ace5-49cb-960d-3eb7ddaf950e,"Will was very wild in kindergarten, and did not listen to his teacher. His father was very upset with him. He pointed to the school janitor, and told Will that was his future. Will did not want to clean up the school bathrooms.",Will started to listen to his teacher.,1,1,43,7
88670c09-ace5-49cb-960d-3eb7ddaf950e,"Will was very wild in kindergarten, and did not listen to his teacher. His father was very upset with him. He pointed to the school janitor, and told Will that was his future. Will did not want to clean up the school bathrooms.",Will wanted to be a janitor.,0,2,43,6
ca7ffb91-a043-4ab6-adcf-d43917f8e882,"Emily was very nervous to get her shots at the doctor's office. She hid under the table and cried. When the nurse gave her the shot, Emily reached out and hit her. Both Emily and the nurse were surprised and in pain.",Emily was reprimanded by her parents.,1,1,42,6
ca7ffb91-a043-4ab6-adcf-d43917f8e882,"Emily was very nervous to get her shots at the doctor's office. She hid under the table and cried. When the nurse gave her the shot, Emily reached out and hit her. Both Emily and the nurse were surprised and in pain.",Emily's parents cheered her on.,0,2,42,5
4eec9565-76b4-4dc4-91df-479c71dcef70,My friends and I were playing outside. We wanted to play a new game. We decided to play street hockey since we weren't familiar with it. We went outside and got out gear.,We enthusiastically played the game till it got dark.,1,1,33,9
4eec9565-76b4-4dc4-91df-479c71dcef70,My friends and I were playing outside. We wanted to play a new game. We decided to play street hockey since we weren't familiar with it. We went outside and got out gear.,We put the gear away and went our separate ways.,0,2,33,10
14791a39-5879-4cc8-91ef-ce366e93bdc6,"One day, my computer mouse stopped working. I went to the store to buy a new one. Every mouse I found was too expensive. I went home and decided to try and fix my mouse.",I was successful.,1,1,35,3
14791a39-5879-4cc8-91ef-ce366e93bdc6,"One day, my computer mouse stopped working. I went to the store to buy a new one. Every mouse I found was too expensive. I went home and decided to try and fix my mouse.",I decided to quit using the computer.,0,2,35,7
d6c07fc5-9379-427c-8db3-d1e216c61829,Samantha was driving to class. She noticed that she forgot her textbook at home. She drove back home in order to get it. She arrived in class 25 minutes late.,She was the first person to arrive.,0,1,30,7
d6c07fc5-9379-427c-8db3-d1e216c61829,Samantha was driving to class. She noticed that she forgot her textbook at home. She drove back home in order to get it. She arrived in class 25 minutes late.,I was better for her to be late than to be unprepared.,1,2,30,12
1759a271-0642-4f98-9330-4b577776b818,It was my first time skiing and I was not doing well. I skied directly in the path of another skier. We collided and both fell to the ground. The other skier told me his name was Jack and it was nice to meet me.,I thought Jack was very polite.,1,1,45,6
1759a271-0642-4f98-9330-4b577776b818,It was my first time skiing and I was not doing well. I skied directly in the path of another skier. We collided and both fell to the ground. The other skier told me his name was Jack and it was nice to meet me.,I thought Jack was very rude.,0,2,45,6
a711473b-b049-4d72-b54a-0f545f3a790f,Gabe needed a desk in his room. But he didn't have a lot of money. He found plywood in his garage. So he made a desk out of it.,Gabe decided to purchase a desk for his room.,0,1,29,9
a711473b-b049-4d72-b54a-0f545f3a790f,Gabe needed a desk in his room. But he didn't have a lot of money. He found plywood in his garage. So he made a desk out of it.,He polished the wood after he built the desk.,1,2,29,9
dcc66657-38b2-4f66-88de-8edfab3399d5,Jerry wanted to start a new career. He searched the classified ads for job postings. He found a desirable posting in one of the ads. He emailed his resume to the recruiter.,Jerry decided later it was easier to collect unemployment.,0,1,32,9
dcc66657-38b2-4f66-88de-8edfab3399d5,Jerry wanted to start a new career. He searched the classified ads for job postings. He found a desirable posting in one of the ads. He emailed his resume to the recruiter.,Then recruiter set up an interview for Jerry.,1,2,32,8
d18c71ac-cd73-44a3-8e2f-0bfa247ba70b,Emile wanted to be a great chef. He took lessons and worked hard learning how to cook. He practiced his cooking and served food for friends. His friends loved his cooking and encouraged him.,Emile eventually got a job as a chef.,1,1,34,8
d18c71ac-cd73-44a3-8e2f-0bfa247ba70b,Emile wanted to be a great chef. He took lessons and worked hard learning how to cook. He practiced his cooking and served food for friends. His friends loved his cooking and encouraged him.,Emile stopped talking to his friends.,0,2,34,6
8b7ab48c-435b-49f3-926d-74cd9a50fa41,"Emily woke up early to get ready for school last Monday. Before she got dressed, she checked to see if school was canceled. It had snowed so much that school was cancelled. Emily was happy and decided to stay inside and read on her day off.",She caught hypothermia.,0,1,46,3
8b7ab48c-435b-49f3-926d-74cd9a50fa41,"Emily woke up early to get ready for school last Monday. Before she got dressed, she checked to see if school was canceled. It had snowed so much that school was cancelled. Emily was happy and decided to stay inside and read on her day off.",She finished her latest book.,1,2,46,5
ffcd78ff-f1c4-416a-b3d7-d4f9fe32c83a,"Harry secretly hated haunted houses, but couldn't let his friend down. Faking a brave face, the went forth into the darkened house. He managed to make it all way through without screaming out loud. At the very end, they fell through a trick floor into a bunch of goo.",Harry wished he wouldn't have went.,1,1,49,6
ffcd78ff-f1c4-416a-b3d7-d4f9fe32c83a,"Harry secretly hated haunted houses, but couldn't let his friend down. Faking a brave face, the went forth into the darkened house. He managed to make it all way through without screaming out loud. At the very end, they fell through a trick floor into a bunch of goo.",Harry was so happy to be in the goo.,0,2,49,9
55384f51-96ba-4ce5-91b0-2a5f55e1b028,Bobby wanted to be a wrestler. He took wrestling in high school. Then he joined a team in college. Soon he was wrestling professionally.,He no longer had any interest in wrestling.,0,1,24,8
55384f51-96ba-4ce5-91b0-2a5f55e1b028,Bobby wanted to be a wrestler. He took wrestling in high school. Then he joined a team in college. Soon he was wrestling professionally.,He retired early due to injury.,1,2,24,6
7de18c96-2e6d-4316-a853-c696e3d733f9,"Joan decided to treat herself to a fancy sushi dinner. But the food was bad and the waiter was even worse! She asked for the manager but he never bothered to come. Although it was unlike her, Joan got so mad she left without paying.",Joan felt bad about the dinner but glad she was assertive.,1,1,45,11
7de18c96-2e6d-4316-a853-c696e3d733f9,"Joan decided to treat herself to a fancy sushi dinner. But the food was bad and the waiter was even worse! She asked for the manager but he never bothered to come. Although it was unlike her, Joan got so mad she left without paying.",Joan went to the restaurant the next night.,0,2,45,8
1f677d6f-802f-4b54-8e0e-2f4adc4259f9,Jesse had always wanted to get a tattoo. Her parents were very against the idea of tattoos. One her 18th birthday she decided to get one. She got a small tiara tattoo on her shoulder.,Jesse's parents were upset with her.,1,1,35,6
1f677d6f-802f-4b54-8e0e-2f4adc4259f9,Jesse had always wanted to get a tattoo. Her parents were very against the idea of tattoos. One her 18th birthday she decided to get one. She got a small tiara tattoo on her shoulder.,Jesse's parents were excited to see the tattoo.,0,2,35,8
ca30ecd2-9808-4e52-9c0e-4b9e0ffb3f8d,Juliette wanted to be a scientist when she grew up. She decided she must perform an experiment. She emptied a box of baking soda into a pan. Then she poured in vinegar.,Juliette built a volcano.,1,1,32,4
ca30ecd2-9808-4e52-9c0e-4b9e0ffb3f8d,Juliette wanted to be a scientist when she grew up. She decided she must perform an experiment. She emptied a box of baking soda into a pan. Then she poured in vinegar.,Juliette was bored.,0,2,32,3
2f595ff8-e86c-4de5-aa27-211501bc5a4d,Jaclyn came over to hang out with Robs girlfriend. Jaclyn and Rob do not get along. Rob tried very nice to keep the peace and be nice. Jaclyn kept saying very snide comments and remarks,Rob finally left to hang out with his friends.,1,1,35,9
2f595ff8-e86c-4de5-aa27-211501bc5a4d,Jaclyn came over to hang out with Robs girlfriend. Jaclyn and Rob do not get along. Rob tried very nice to keep the peace and be nice. Jaclyn kept saying very snide comments and remarks,Rob was very happy about spending time with Jaclyn.,0,2,35,9
a2676c5e-becf-477c-9de5-a1356bf7456e,Sharon and her sister drove to the grocery store to pick up eggs. They were going to have dinner guests and were baking a cake. On the way into the house Sharon tripped and fell. The eggs flew out of her hands and landed on the concrete.,All of the eggs landed safely.,0,1,47,6
a2676c5e-becf-477c-9de5-a1356bf7456e,Sharon and her sister drove to the grocery store to pick up eggs. They were going to have dinner guests and were baking a cake. On the way into the house Sharon tripped and fell. The eggs flew out of her hands and landed on the concrete.,Sharon broke all of the eggs.,1,2,47,6
b0d23a4d-9885-4428-87a5-aef0a58b8928,Ella went out sledding one afternoon. She had fun at first. Then she slipped off the sled. She cut her forehead on a rock in the ground.,Ella had to be taken to the doctor.,1,1,27,8
b0d23a4d-9885-4428-87a5-aef0a58b8928,Ella went out sledding one afternoon. She had fun at first. Then she slipped off the sled. She cut her forehead on a rock in the ground.,Ella was unscathed from the fall.,0,2,27,6
7ea28324-be74-49bf-9f4e-314c874819c7,Bobby was a star football player at his school. He would always get recognition for his talent. One day he was in a very important game. His arm was hurt in the process.,Bobby passed the football for hours after the game.,0,1,33,9
7ea28324-be74-49bf-9f4e-314c874819c7,Bobby was a star football player at his school. He would always get recognition for his talent. One day he was in a very important game. His arm was hurt in the process.,Bobby took time to recover from the injury.,1,2,33,8
2ae5e008-8777-465c-8cbc-7b42db210ea5,Susan went to the movie theater with her friends. Susan used her cell phone in the theater to check her e-mail. An usher came and asked Susan to leave the theater. Susan had to wait in the lobby while her friends finished the movie.,Susan was upset with the whole ordeal.,1,1,44,7
2ae5e008-8777-465c-8cbc-7b42db210ea5,Susan went to the movie theater with her friends. Susan used her cell phone in the theater to check her e-mail. An usher came and asked Susan to leave the theater. Susan had to wait in the lobby while her friends finished the movie.,Susan was very happy with the experience.,0,2,44,7
ff8e9ac7-0619-45d1-b827-7ff4275e399b,Margie had a Christmas cactus. It never bloomed. She gave the plant to Desi. Desi took good care of the plant.,The cactus flourished under his care.,1,1,21,6
ff8e9ac7-0619-45d1-b827-7ff4275e399b,Margie had a Christmas cactus. It never bloomed. She gave the plant to Desi. Desi took good care of the plant.,The goldfish were very happy and healthy.,0,2,21,7
b155c21e-4c58-430c-9053-3e4f5d896145,Gina had been at the park with her friend Pam for hours. Now the sun was setting. She said her goodbyes and headed home. When she arrived it was dark out.,Gina went straight to bed.,1,1,31,5
b155c21e-4c58-430c-9053-3e4f5d896145,Gina had been at the park with her friend Pam for hours. Now the sun was setting. She said her goodbyes and headed home. When she arrived it was dark out.,Gina decided that it wasn't late enough and went back outside.,0,2,31,11
c1984cf8-6fc1-43c0-929b-c6d713c41ffb,Avery was very excited. Tonight was his very first basketball game. He had practiced and his parents came to watch him. Avery played well with his teammates and even scored some points!,Avery's parents were proud.,1,1,32,4
c1984cf8-6fc1-43c0-929b-c6d713c41ffb,Avery was very excited. Tonight was his very first basketball game. He had practiced and his parents came to watch him. Avery played well with his teammates and even scored some points!,Avery's parents were ashamed of him.,0,2,32,6
978b1dfc-732f-4856-9a14-05011f2a4855,Gary loved to garden. Spring was quickly approaching and he wanted to start planting. He checked the Almanac to see which plants were safe for the garden. Tom decided to plant some orchids.,The orchids would be ugly.,0,1,33,5
978b1dfc-732f-4856-9a14-05011f2a4855,Gary loved to garden. Spring was quickly approaching and he wanted to start planting. He checked the Almanac to see which plants were safe for the garden. Tom decided to plant some orchids.,The orchids would be beautiful.,1,2,33,5
811ef3dd-2646-4008-967e-009049c2624a,Bay was nervous. Her boyfriend had been acting weird all through dinner. Bay thought he was going to dump her. But then he got on one knee.,And asked her to marry him.,1,1,27,6
811ef3dd-2646-4008-967e-009049c2624a,Bay was nervous. Her boyfriend had been acting weird all through dinner. Bay thought he was going to dump her. But then he got on one knee.,And he started laughing hysterically.,0,2,27,5
0e1cae86-3c60-4150-b34a-f306fa9fa1e3,Tommy was having a bad day. His friends tried to cheer him up by taking him out. He grumbled but went along. He drank and danced with his friends all night.,Tommy had good friends.,1,1,31,4
0e1cae86-3c60-4150-b34a-f306fa9fa1e3,Tommy was having a bad day. His friends tried to cheer him up by taking him out. He grumbled but went along. He drank and danced with his friends all night.,Tommy had bad friends.,0,2,31,4
e5d75f5b-9c53-4698-a49a-4559715831e3,Ariel is our 5 month old baby. She had woke up the other morning extremely fussy. We couldn't figure out what was wrong at first. We then seen a fresh tooth popping through her gum line.,We went to a dentist who pulled the tooth.,0,1,36,9
e5d75f5b-9c53-4698-a49a-4559715831e3,Ariel is our 5 month old baby. She had woke up the other morning extremely fussy. We couldn't figure out what was wrong at first. We then seen a fresh tooth popping through her gum line.,We had a week of hell as her tooth came in.,1,2,36,11
215b8a85-692e-4d23-a29f-c9077d9bae51,"Amelia decided to take a vacation to Mexico. She booked her flight and hotel. When she got to Mexico, she was sure to visit many different things. She loved every moment of it.",Amelia decided to never go back to Mexico.,0,1,33,8
215b8a85-692e-4d23-a29f-c9077d9bae51,"Amelia decided to take a vacation to Mexico. She booked her flight and hotel. When she got to Mexico, she was sure to visit many different things. She loved every moment of it.",Amelia decided to vacation to Mexico more often.,1,2,33,8
4828eea9-7ca1-47c6-9b58-3b52884ac626,Sometimes my kids wondered if Santa Claus was real. Each year we left cookies and milk for him on Christmas Eve. Each Christmas day we found an empty cup and cookie crumbs. One year we found cookie pieces outside in the snow.,We told the kids that Santa must have share with the reindeer.,1,1,42,12
4828eea9-7ca1-47c6-9b58-3b52884ac626,Sometimes my kids wondered if Santa Claus was real. Each year we left cookies and milk for him on Christmas Eve. Each Christmas day we found an empty cup and cookie crumbs. One year we found cookie pieces outside in the snow.,We told the kids it was thanksgiving.,0,2,42,7
976a11ff-1a3c-4f4f-9b21-3179f2d9cf20,"Amy woke up extra hungry today. Unfortunately, she also woke up very late. She rushed around the house and had no time for breakfast. When she made it to work, she realized her coworker brought breakfast!",She was so grateful and promised to pay her coworker back.,1,1,36,11
976a11ff-1a3c-4f4f-9b21-3179f2d9cf20,"Amy woke up extra hungry today. Unfortunately, she also woke up very late. She rushed around the house and had no time for breakfast. When she made it to work, she realized her coworker brought breakfast!",She did not want to eat.,0,2,36,6
ce73399f-5905-4bc1-9ab4-5d12c7039cf2,The school received a grant to make a computer lab. Their IT department did a lot of research to find the best equipment. They bought the equipment with the grant money. The computer lab was a great success.,The government continued to fund computer labs.,1,1,38,7
ce73399f-5905-4bc1-9ab4-5d12c7039cf2,The school received a grant to make a computer lab. Their IT department did a lot of research to find the best equipment. They bought the equipment with the grant money. The computer lab was a great success.,Kids suffered from the computer labs.,0,2,38,6
e71d07b3-5647-4fa3-9b90-27ea083b39a0,Officer Dunn didn't want to hurt anyone during the protest. He told several people to leave but they didn't. He unleashed his police dog. The dog bit a mother and her baby.,The baby even pet the dog right afterwards.,0,1,32,8
e71d07b3-5647-4fa3-9b90-27ea083b39a0,Officer Dunn didn't want to hurt anyone during the protest. He told several people to leave but they didn't. He unleashed his police dog. The dog bit a mother and her baby.,Officer Dunn was shocked about what his dog had done.,1,2,32,10
952a11be-e6f9-4e0b-9b9d-2b2be66a3a54,"I drove my motorcycle across the street. I took a path that led to a riding track. I did a few laps. Bored, I drove back home.",I cleaned my motorcycle after I got home.,1,1,27,8
952a11be-e6f9-4e0b-9b9d-2b2be66a3a54,"I drove my motorcycle across the street. I took a path that led to a riding track. I did a few laps. Bored, I drove back home.",I changed the wifi password to enhance security.,0,2,27,8
d0ecfef1-dc1f-4c54-820a-04e4c623da1f,"Ryan was called by his friend to skip work one day. He missed his train to work and instead went to the park. Ryan and his friend played with birds at the park all day. At the end of the day, they left the park and saw Ryan's boss.",Ryan got fired.,1,1,49,3
d0ecfef1-dc1f-4c54-820a-04e4c623da1f,"Ryan was called by his friend to skip work one day. He missed his train to work and instead went to the park. Ryan and his friend played with birds at the park all day. At the end of the day, they left the park and saw Ryan's boss.",Ryan got promoted.,0,2,49,3
629ec1e3-0d93-45bb-a0d9-cb645c89ffe7,A man drove for many hours on the highway. He saw a sign for a rest stop two miles away. He put his car in the right lane in anticipation. He took the exit for the rest stop.,The man stopped at the rest stop and got out of the car.,1,1,38,13
629ec1e3-0d93-45bb-a0d9-cb645c89ffe7,A man drove for many hours on the highway. He saw a sign for a rest stop two miles away. He put his car in the right lane in anticipation. He took the exit for the rest stop.,The man kept driving for a few more hours.,0,2,38,9
1335f94b-5780-4228-8c68-74e56ddd452e,"Josiah was a baby who was trying to crawl for the first time. To help him, his mother put out an exciting toy that jingled. As she made the toy rattle, Josiah became very interested. He started groping the ground and inching towards his mom.",Josiah crawled to his mother and took the toy.,1,1,45,9
1335f94b-5780-4228-8c68-74e56ddd452e,"Josiah was a baby who was trying to crawl for the first time. To help him, his mother put out an exciting toy that jingled. As she made the toy rattle, Josiah became very interested. He started groping the ground and inching towards his mom.",Josiah rolled over and played with his feet.,0,2,45,8
19b67b77-cb21-48dc-bde9-87f8670a1538,"I wanted a pet for my birthday. I wasn't sure what to get, I already had dogs. I was looking around on facebook and saw a mini pig. I went to pick her up.",I brought a dog home since I have so many dogs already.,0,1,34,12
19b67b77-cb21-48dc-bde9-87f8670a1538,"I wanted a pet for my birthday. I wasn't sure what to get, I already had dogs. I was looking around on facebook and saw a mini pig. I went to pick her up.",I drove home with the mini pig in my car.,1,2,34,10
705a69e2-7aeb-4c94-a1fb-2997d11e74ca,"Sam wanted to be a singer. So he joined a singing class at his college. The first day of class, everyone was required to sing a song. Sam was very embarrassed the first day.",All his classmates were very supportive though.,1,1,34,7
705a69e2-7aeb-4c94-a1fb-2997d11e74ca,"Sam wanted to be a singer. So he joined a singing class at his college. The first day of class, everyone was required to sing a song. Sam was very embarrassed the first day.",His classmates taught him to overcome his fear of heights.,0,2,34,10
552067ec-e238-4c17-8fd1-e627fa6c0af5,"Growing up, Matt was never the most confident guy. He always had a big crush on his neighbor Lexy, but was scared. However, when prom was approaching, he decided to finally make a move. Matt asked Lexi to be his date, and she immediately said yes.",Matt and Lexi had a great time at prom.,1,1,46,9
552067ec-e238-4c17-8fd1-e627fa6c0af5,"Growing up, Matt was never the most confident guy. He always had a big crush on his neighbor Lexy, but was scared. However, when prom was approaching, he decided to finally make a move. Matt asked Lexi to be his date, and she immediately said yes.",Matt was miserable at the turn of events.,0,2,46,8
d84e663f-3654-4808-a3d2-cff4f40bc5b1,Shyanne had a spelling test. She wanted to pass it. She studied hard. She made a 100.,She was heartbroken.,0,1,17,3
d84e663f-3654-4808-a3d2-cff4f40bc5b1,Shyanne had a spelling test. She wanted to pass it. She studied hard. She made a 100.,Shyanne was overjoyed.,1,2,17,3
6318c4bc-e94f-46d1-b8cb-cbf9c8bb2d58,"John wanted pizza, but he was broke. Then he remembered he had won a free pizza last week! He called the pizza place and gave them his code. They sent him his free pizza an hour later.",John had carrots instead.,0,1,37,4
6318c4bc-e94f-46d1-b8cb-cbf9c8bb2d58,"John wanted pizza, but he was broke. Then he remembered he had won a free pizza last week! He called the pizza place and gave them his code. They sent him his free pizza an hour later.",John devoured his pizza.,1,2,37,4
0db573d0-dc8e-428b-a483-6e71a11a0b94,We tried to stay up late last night. We drank coffee. We ate chocolate. We even ran laps around the couch.,Then we collapsed on the couch and slept past noon.,1,1,21,10
0db573d0-dc8e-428b-a483-6e71a11a0b94,We tried to stay up late last night. We drank coffee. We ate chocolate. We even ran laps around the couch.,We ran in hopes of improving our speed.,0,2,21,8
120aac36-5d49-4b9e-ba55-7a45495cb786,"Ally had been saving her spare coins in a jar for Years. She wanted a new cell phone but she didn't have enough money. She thought she'd count the change in her change jar. To her surprise, there was over $300 in the jar.",Ally used the three hundred dollars to buy clothes.,0,1,44,9
120aac36-5d49-4b9e-ba55-7a45495cb786,"Ally had been saving her spare coins in a jar for Years. She wanted a new cell phone but she didn't have enough money. She thought she'd count the change in her change jar. To her surprise, there was over $300 in the jar.",So she bought a new cell phone.,1,2,44,7
28bf468c-50cf-432e-abae-216ba816a399,Mark went to the mall. He saw a pair of headphones that he wanted but couldn't afford. He decided to steal the headphones. Mark was then caught by someone working.,The worker thanked Mark for his patronage.,0,1,30,7
28bf468c-50cf-432e-abae-216ba816a399,Mark went to the mall. He saw a pair of headphones that he wanted but couldn't afford. He decided to steal the headphones. Mark was then caught by someone working.,Mark has a court date next week.,1,2,30,7
b9124010-865d-43e8-a341-75280447382f,My friends got me a jigsaw puzzle for christmas. I haven't opened it yet. I always keep planning to but something keeps coming up. Like right now talking with you.,I can't wait to to start the paint-by-numbers set!,0,1,30,9
b9124010-865d-43e8-a341-75280447382f,My friends got me a jigsaw puzzle for christmas. I haven't opened it yet. I always keep planning to but something keeps coming up. Like right now talking with you.,"But in a moment, I'm going to start the puzzle.",1,2,30,10
c977fd68-7741-448f-be29-f049268652d9,"Rex hasn't cleaned his room in Year's. Since he rarely has visitors, he doesn't see the point to cleaning. However, one day he decides to tidy up. Rex vacuums the floor and makes his bed.",Rex loves cleaning the bathroom.,0,1,35,5
c977fd68-7741-448f-be29-f049268652d9,"Rex hasn't cleaned his room in Year's. Since he rarely has visitors, he doesn't see the point to cleaning. However, one day he decides to tidy up. Rex vacuums the floor and makes his bed.",He feels better about his room.,1,2,35,6
ea067ab3-67d0-4860-a5f4-7ee4492d3f3e,"I was afraid of the exam tomorrow. Since the exam is tough, I decided to study all night. I decided to skip dinner just to have extra time. Ultimately, I was prepared on the exam day.",I aced my exam.,1,1,36,4
ea067ab3-67d0-4860-a5f4-7ee4492d3f3e,"I was afraid of the exam tomorrow. Since the exam is tough, I decided to study all night. I decided to skip dinner just to have extra time. Ultimately, I was prepared on the exam day.",I failed my exam.,0,2,36,4
feb5f3a2-3e9b-466c-82b0-931fec45abc7,I woke up and looked in my closet for a shirt. Everything was dirty and on the floor. I picked up a shirt to see if it smelled bad. I found a blue shirt that didn't stink.,I washed the blue shirt.,0,1,37,5
feb5f3a2-3e9b-466c-82b0-931fec45abc7,I woke up and looked in my closet for a shirt. Everything was dirty and on the floor. I picked up a shirt to see if it smelled bad. I found a blue shirt that didn't stink.,I wore the blue shirt.,1,2,37,5
71da85fa-e6bb-44e7-82f4-3eae7fb0c2b8,"JJ played all day long. When evening came, he was tired. He nearly fell asleep in his bath, and his mother said it was bedtime. His mother put him in pajamas, took him to his bed, and sang to him.",He fell asleep.,1,1,40,3
71da85fa-e6bb-44e7-82f4-3eae7fb0c2b8,"JJ played all day long. When evening came, he was tired. He nearly fell asleep in his bath, and his mother said it was bedtime. His mother put him in pajamas, took him to his bed, and sang to him.",JJ stayed up all night.,0,2,40,5
0fd8d108-d8ea-4093-8a35-f51cf70fe5fc,Todd has a huge test tomorrow. He has not studied at all. It counts for 50 percent of his grade. Todd is not sure what to do.,Todd is proud of himself.,0,1,27,5
0fd8d108-d8ea-4093-8a35-f51cf70fe5fc,Todd has a huge test tomorrow. He has not studied at all. It counts for 50 percent of his grade. Todd is not sure what to do.,Todd decides to study as much as he can before tomorrow.,1,2,27,11
e06719bc-6fdc-44b0-b40d-2892b339ba7b,Maggie needed a new friend. She was tired of spending time alone. Finally she met a friend at book club. The girls spent everyday together.,Maggie was happy to have a new companion.,1,1,25,8
e06719bc-6fdc-44b0-b40d-2892b339ba7b,Maggie needed a new friend. She was tired of spending time alone. Finally she met a friend at book club. The girls spent everyday together.,Maggie wanted to be alone.,0,2,25,5
2ce0a18d-0c2f-48bc-b634-73ee52b540f0,My roommate got a new job at the place I go to school. We decided to ride to work together. We got in the car and headed out together. The ride seemed much shorter with someone to talk to.,I did not have anyone to talk to though.,0,1,39,9
