InputStoryid,premise,hypothesis,label,ending_id,text
3329d95c-5a03-4d68-90b3-25ddba1e4c9e,Carly was waiting for Sam to call her. He promised to on Friday. It was now late Saturday and she hadn't heard anything. Finally she decided to call him.,Carly ordered take-out over the phone.,0,2,Carly was waiting for Sam to call her. He promised to on Friday. It was now late Saturday and she hadn't heard anything. Finally she decided to call him. [SEP] Carly ordered take-out over the phone.
d5fd7433-7ba3-499c-b52a-3b9d1f2d8cef,"Buck had lost his house and job. Ashamed, he sat on the road to panhandle. Then a woman approached him and told him about a shelter nearby. Buck, intrigued, went to the shelter right away.",Buck was angry that the woman would say something like that.,0,1,"Buck had lost his house and job. Ashamed, he sat on the road to panhandle. Then a woman approached him and told him about a shelter nearby. Buck, intrigued, went to the shelter right away. [SEP] Buck was angry that the woman would say something like that."
d5fd7433-7ba3-499c-b52a-3b9d1f2d8cef,"Buck had lost his house and job. Ashamed, he sat on the road to panhandle. Then a woman approached him and told him about a shelter nearby. Buck, intrigued, went to the shelter right away.",Buck was glad that the woman helped him.,1,2,"Buck had lost his house and job. Ashamed, he sat on the road to panhandle. Then a woman approached him and told him about a shelter nearby. Buck, intrigued, went to the shelter right away. [SEP] Buck was glad that the woman helped him."
ff38333b-722a-4c39-94b7-5ba1dfc6e556,The high school student went to the dentist. She was told she needed braces again. She was not happy. She got braces and was in a lot of pain.,But it was worth it when she saw her straightened teeth.,1,1,The high school student went to the dentist. She was told she needed braces again. She was not happy. She got braces and was in a lot of pain. [SEP] But it was worth it when she saw her straightened teeth.
ff38333b-722a-4c39-94b7-5ba1dfc6e556,The high school student went to the dentist. She was told she needed braces again. She was not happy. She got braces and was in a lot of pain.,She couldn't wait to get her braces tightened each visit.,0,2,The high school student went to the dentist. She was told she needed braces again. She was not happy. She got braces and was in a lot of pain. [SEP] She couldn't wait to get her braces tightened each visit.
3eeca3cb-2263-4617-8d42-89786fb986f9,"Rosie the quarter horse whinnied irritably. Farmer Jones still had not brought her morning oats. Feeling naughty, she snuck toward the apple orchard. Farmer Jones didn't know about the low spot in the fence, but Rosie did!",Rosie waited patiently for Farmer Jones.,0,1,"Rosie the quarter horse whinnied irritably. Farmer Jones still had not brought her morning oats. Feeling naughty, she snuck toward the apple orchard. Farmer Jones didn't know about the low spot in the fence, but Rosie did! [SEP] Rosie waited patiently for Farmer Jones."
3eeca3cb-2263-4617-8d42-89786fb986f9,"Rosie the quarter horse whinnied irritably. Farmer Jones still had not brought her morning oats. Feeling naughty, she snuck toward the apple orchard. Farmer Jones didn't know about the low spot in the fence, but Rosie did!",Rosie broke free to head to the orchard.,1,2,"Rosie the quarter horse whinnied irritably. Farmer Jones still had not brought her morning oats. Feeling naughty, she snuck toward the apple orchard. Farmer Jones didn't know about the low spot in the fence, but Rosie did! [SEP] Rosie broke free to head to the orchard."
29c6de25-7425-467d-92b8-39bdd5cc51b8,My nephew is a professional chef. While cooking for us at our house he decided to show off a bit. We videoed as he sliced an onion behind his back. We were amazed how quickly he chopped and didn't get cut.,He is an awful chef.,0,1,My nephew is a professional chef. While cooking for us at our house he decided to show off a bit. We videoed as he sliced an onion behind his back. We were amazed how quickly he chopped and didn't get cut. [SEP] He is an awful chef.
29c6de25-7425-467d-92b8-39bdd5cc51b8,My nephew is a professional chef. While cooking for us at our house he decided to show off a bit. We videoed as he sliced an onion behind his back. We were amazed how quickly he chopped and didn't get cut.,He is a fantastic chef.,1,2,My nephew is a professional chef. While cooking for us at our house he decided to show off a bit. We videoed as he sliced an onion behind his back. We were amazed how quickly he chopped and didn't get cut. [SEP] He is a fantastic chef.
bf150607-566f-47f3-b180-49d4d5f87cb8,"Sarah had an appointment to interview for a job. She put on her best skirt suit and headed to the interview. As she sat at the interview, Sarah noticed a run in her stockings. She was so focused on the flaw, she merely mumbled her replies.","Because of her replies, Sarah didn't get the job.",1,1,"Sarah had an appointment to interview for a job. She put on her best skirt suit and headed to the interview. As she sat at the interview, Sarah noticed a run in her stockings. She was so focused on the flaw, she merely mumbled her replies. [SEP] Because of her replies, Sarah didn't get the job."
bf150607-566f-47f3-b180-49d4d5f87cb8,"Sarah had an appointment to interview for a job. She put on her best skirt suit and headed to the interview. As she sat at the interview, Sarah noticed a run in her stockings. She was so focused on the flaw, she merely mumbled her replies.",Sarah got the job and was praised for her clear voice.,0,2,"Sarah had an appointment to interview for a job. She put on her best skirt suit and headed to the interview. As she sat at the interview, Sarah noticed a run in her stockings. She was so focused on the flaw, she merely mumbled her replies. [SEP] Sarah got the job and was praised for her clear voice."
2928e9de-f40c-4851-8d2f-a8b70e106751,"Henry was walking to his class. At the same time, he was trying to clean his phone screen with a cloth. Unfortunately, someone bumped into him. His phone fell out of his hand and landed on the ground.",The person apologized to Henry.,1,1,"Henry was walking to his class. At the same time, he was trying to clean his phone screen with a cloth. Unfortunately, someone bumped into him. His phone fell out of his hand and landed on the ground. [SEP] The person apologized to Henry."
2928e9de-f40c-4851-8d2f-a8b70e106751,"Henry was walking to his class. At the same time, he was trying to clean his phone screen with a cloth. Unfortunately, someone bumped into him. His phone fell out of his hand and landed on the ground.",Henry was happy and thankful.,0,2,"Henry was walking to his class. At the same time, he was trying to clean his phone screen with a cloth. Unfortunately, someone bumped into him. His phone fell out of his hand and landed on the ground. [SEP] Henry was happy and thankful."
958ba547-7970-4a46-b969-c98dec34907a,"Joe and his friends had their soccer game today. Joe was nervous. He was nervous if he would win or not. Finally after the game, Joe's team won.",Joe was very proud of his team.,1,1,"Joe and his friends had their soccer game today. Joe was nervous. He was nervous if he would win or not. Finally after the game, Joe's team won. [SEP] Joe was very proud of his team."
958ba547-7970-4a46-b969-c98dec34907a,"Joe and his friends had their soccer game today. Joe was nervous. He was nervous if he would win or not. Finally after the game, Joe's team won.",Joe was very disappointed in his team.,0,2,"Joe and his friends had their soccer game today. Joe was nervous. He was nervous if he would win or not. Finally after the game, Joe's team won. [SEP] Joe was very disappointed in his team."
fd232283-b8b2-4199-bb37-5ab1d4b9c18d,"It was Cara's sweet sixteen. She had a massive party with her friends. When the party was done, her parents told her to go outside. When she went outside she saw a brand new car.",She took the car for a drive and thanked her parents.,1,1,"It was Cara's sweet sixteen. She had a massive party with her friends. When the party was done, her parents told her to go outside. When she went outside she saw a brand new car. [SEP] She took the car for a drive and thanked her parents."
fd232283-b8b2-4199-bb37-5ab1d4b9c18d,"It was Cara's sweet sixteen. She had a massive party with her friends. When the party was done, her parents told her to go outside. When she went outside she saw a brand new car.",She got angry with her parents and ran away from home.,0,2,"It was Cara's sweet sixteen. She had a massive party with her friends. When the party was done, her parents told her to go outside. When she went outside she saw a brand new car. [SEP] She got angry with her parents and ran away from home."
03ba1bda-c31e-4201-92bc-b5b35b3f0aad,I had a stroke in 2011. I spent 8 weeks in hospitals and rehab centers. The staff fed me oatmeal every morning. After I got released I kept eating oatmeal.,Oatmeal became my favorite food.,1,1,I had a stroke in 2011. I spent 8 weeks in hospitals and rehab centers. The staff fed me oatmeal every morning. After I got released I kept eating oatmeal. [SEP] Oatmeal became my favorite food.
03ba1bda-c31e-4201-92bc-b5b35b3f0aad,I had a stroke in 2011. I spent 8 weeks in hospitals and rehab centers. The staff fed me oatmeal every morning. After I got released I kept eating oatmeal.,I hated oatmeal and didn't eat it anymore.,0,2,I had a stroke in 2011. I spent 8 weeks in hospitals and rehab centers. The staff fed me oatmeal every morning. After I got released I kept eating oatmeal. [SEP] I hated oatmeal and didn't eat it anymore.
281c3608-602c-401f-861e-5288408315c7,Kelly hasn't left her apartment in years. I went up to her place today to say hello. I could tell she was reluctant to let me in. We talked for a while about how she's doing.,Kelly loves to have visitors.,0,1,Kelly hasn't left her apartment in years. I went up to her place today to say hello. I could tell she was reluctant to let me in. We talked for a while about how she's doing. [SEP] Kelly loves to have visitors.
281c3608-602c-401f-861e-5288408315c7,Kelly hasn't left her apartment in years. I went up to her place today to say hello. I could tell she was reluctant to let me in. We talked for a while about how she's doing.,Kelly is agoraphobic.,1,2,Kelly hasn't left her apartment in years. I went up to her place today to say hello. I could tell she was reluctant to let me in. We talked for a while about how she's doing. [SEP] Kelly is agoraphobic.
6266a3b8-2233-4bca-b648-7fcf5301040a,Donovan asked Trina to go dancing with him. Trina liked Donovan so she said yes but she was really worried. After school she ran home to ask her Dad for help. When her Dad came home she explained the situation and Dad smiled.,Trina's dad scolded Trina.,0,1,Donovan asked Trina to go dancing with him. Trina liked Donovan so she said yes but she was really worried. After school she ran home to ask her Dad for help. When her Dad came home she explained the situation and Dad smiled. [SEP] Trina's dad scolded Trina.
6266a3b8-2233-4bca-b648-7fcf5301040a,Donovan asked Trina to go dancing with him. Trina liked Donovan so she said yes but she was really worried. After school she ran home to ask her Dad for help. When her Dad came home she explained the situation and Dad smiled.,Trina's dad taught her how to dance.,1,2,Donovan asked Trina to go dancing with him. Trina liked Donovan so she said yes but she was really worried. After school she ran home to ask her Dad for help. When her Dad came home she explained the situation and Dad smiled. [SEP] Trina's dad taught her how to dance.
49bdca9c-4f31-4864-98bb-6db6e6e8d9ce,Tracy never believed in marriage. Doug taught Tracy how to feel love again. Doug and Tracy made a commitment to each other. Doug broke his wedding vows to Tracy.,Tracy was happy with Doug.,0,1,Tracy never believed in marriage. Doug taught Tracy how to feel love again. Doug and Tracy made a commitment to each other. Doug broke his wedding vows to Tracy. [SEP] Tracy was happy with Doug.
49bdca9c-4f31-4864-98bb-6db6e6e8d9ce,Tracy never believed in marriage. Doug taught Tracy how to feel love again. Doug and Tracy made a commitment to each other. Doug broke his wedding vows to Tracy.,Tracy's apprehensions about marriage were confirmed.,1,2,Tracy never believed in marriage. Doug taught Tracy how to feel love again. Doug and Tracy made a commitment to each other. Doug broke his wedding vows to Tracy. [SEP] Tracy's apprehensions about marriage were confirmed.
43aa020b-9bca-4af1-9ade-e281f41d04f0,"I was riding my bike to work one summer morning. I was a little late, so I was in a hurry. I was biking a little recklessly. To my dismay, my reckless biking caused me to get in an accident.",I knew then that I wanted to become a professional cyclist.,0,1,"I was riding my bike to work one summer morning. I was a little late, so I was in a hurry. I was biking a little recklessly. To my dismay, my reckless biking caused me to get in an accident. [SEP] I knew then that I wanted to become a professional cyclist."
43aa020b-9bca-4af1-9ade-e281f41d04f0,"I was riding my bike to work one summer morning. I was a little late, so I was in a hurry. I was biking a little recklessly. To my dismay, my reckless biking caused me to get in an accident.","From then on, I made sure to leave myself plenty of travel time.",1,2,"I was riding my bike to work one summer morning. I was a little late, so I was in a hurry. I was biking a little recklessly. To my dismay, my reckless biking caused me to get in an accident. [SEP] From then on, I made sure to leave myself plenty of travel time."
f8dd27d5-40e9-437e-8b2b-6d975a46c3eb,Terry hated his name. He wanted a cool name like Super Metro Volcano Man. He told his mother he wanted to change his name. His mother explained that he was named after his loving grandfather.,Terry was forty five years old.,0,1,Terry hated his name. He wanted a cool name like Super Metro Volcano Man. He told his mother he wanted to change his name. His mother explained that he was named after his loving grandfather. [SEP] Terry was forty five years old.
f8dd27d5-40e9-437e-8b2b-6d975a46c3eb,Terry hated his name. He wanted a cool name like Super Metro Volcano Man. He told his mother he wanted to change his name. His mother explained that he was named after his loving grandfather.,Terry was still disappointed.,1,2,Terry hated his name. He wanted a cool name like Super Metro Volcano Man. He told his mother he wanted to change his name. His mother explained that he was named after his loving grandfather. [SEP] Terry was still disappointed.
9bec6c96-04a4-4987-a65f-da0fead90691,"Marge begged her husband Bill for a backyard pool. He finally relented, and the pool was installed. Soon, Marge was throwing weekly pool parties. At one party, she saw a curvy neighbor in a bikini talking to Bill.",Marge put a new key on her keychain.,0,1,"Marge begged her husband Bill for a backyard pool. He finally relented, and the pool was installed. Soon, Marge was throwing weekly pool parties. At one party, she saw a curvy neighbor in a bikini talking to Bill. [SEP] Marge put a new key on her keychain."
9bec6c96-04a4-4987-a65f-da0fead90691,"Marge begged her husband Bill for a backyard pool. He finally relented, and the pool was installed. Soon, Marge was throwing weekly pool parties. At one party, she saw a curvy neighbor in a bikini talking to Bill.",Marge felt a pang of regret about putting in the pool right then.,1,2,"Marge begged her husband Bill for a backyard pool. He finally relented, and the pool was installed. Soon, Marge was throwing weekly pool parties. At one party, she saw a curvy neighbor in a bikini talking to Bill. [SEP] Marge felt a pang of regret about putting in the pool right then."
1bbba135-3f42-4f1b-9bb4-6fcc69df64f0,"John had just graduated high school, and was about to go to college. His mom helped him pack all his stuff, and he drove away. When he got there, he went to check out his dorm. His new roommate was there, and they hit it off.",They walked around campus and got invited to a party.,1,1,"John had just graduated high school, and was about to go to college. His mom helped him pack all his stuff, and he drove away. When he got there, he went to check out his dorm. His new roommate was there, and they hit it off. [SEP] They walked around campus and got invited to a party."
1bbba135-3f42-4f1b-9bb4-6fcc69df64f0,"John had just graduated high school, and was about to go to college. His mom helped him pack all his stuff, and he drove away. When he got there, he went to check out his dorm. His new roommate was there, and they hit it off.",He thought college was going to be miserable.,0,2,"John had just graduated high school, and was about to go to college. His mom helped him pack all his stuff, and he drove away. When he got there, he went to check out his dorm. His new roommate was there, and they hit it off. [SEP] He thought college was going to be miserable."
4dfe85e4-7e34-4906-8eaf-5f519820b2a4,My brother loved candy. He ate a lot of it. He left the wrappers on the counter. Our mother scolded him for it.,He didn't listen until we got a lot of ants one spring.,1,1,My brother loved candy. He ate a lot of it. He left the wrappers on the counter. Our mother scolded him for it. [SEP] He didn't listen until we got a lot of ants one spring.
4dfe85e4-7e34-4906-8eaf-5f519820b2a4,My brother loved candy. He ate a lot of it. He left the wrappers on the counter. Our mother scolded him for it.,She showered him with praise.,0,2,My brother loved candy. He ate a lot of it. He left the wrappers on the counter. Our mother scolded him for it. [SEP] She showered him with praise.
e4cb65fa-0052-496f-8407-91adb01a783f,"Ned and his friends went to the fair. He used the last of his money to buy a fluffy cotton candy. As he was walking away, he saw a little boy crying. He had dropped his cotton candy into a puddle.",So Ned gave him his own cotton candy.,1,1,"Ned and his friends went to the fair. He used the last of his money to buy a fluffy cotton candy. As he was walking away, he saw a little boy crying. He had dropped his cotton candy into a puddle. [SEP] So Ned gave him his own cotton candy."
e4cb65fa-0052-496f-8407-91adb01a783f,"Ned and his friends went to the fair. He used the last of his money to buy a fluffy cotton candy. As he was walking away, he saw a little boy crying. He had dropped his cotton candy into a puddle.",He bought more cotton candy for the boy.,0,2,"Ned and his friends went to the fair. He used the last of his money to buy a fluffy cotton candy. As he was walking away, he saw a little boy crying. He had dropped his cotton candy into a puddle. [SEP] He bought more cotton candy for the boy."
553ec373-0500-4c63-979f-a446a17f550d,"Bob dreaded his first day working at a fast food fish joint. He planned to wait to put on his gaudy nautical uniform. Bob got to work making fish burgers after donning the uniform. He was so busy, he forgot to change back into his street clothes",Bob loved the outfit so much that he showed it to his friends.,0,1,"Bob dreaded his first day working at a fast food fish joint. He planned to wait to put on his gaudy nautical uniform. Bob got to work making fish burgers after donning the uniform. He was so busy, he forgot to change back into his street clothes [SEP] Bob loved the outfit so much that he showed it to his friends."
553ec373-0500-4c63-979f-a446a17f550d,"Bob dreaded his first day working at a fast food fish joint. He planned to wait to put on his gaudy nautical uniform. Bob got to work making fish burgers after donning the uniform. He was so busy, he forgot to change back into his street clothes",Bob went out after work wearing the sailor suit.,1,2,"Bob dreaded his first day working at a fast food fish joint. He planned to wait to put on his gaudy nautical uniform. Bob got to work making fish burgers after donning the uniform. He was so busy, he forgot to change back into his street clothes [SEP] Bob went out after work wearing the sailor suit."
bb17a4af-4b29-4cc9-9d3d-ffba54fbde43,"Alycia parked her car on the street and headed into town. She joined her friends and they had a great night. It got late, and Alycia's car seemed to not be where she left it. Before long, all ten friends had joined in the car finding adventure.",The friends found Alycia's truck.,0,1,"Alycia parked her car on the street and headed into town. She joined her friends and they had a great night. It got late, and Alycia's car seemed to not be where she left it. Before long, all ten friends had joined in the car finding adventure. [SEP] The friends found Alycia's truck."
bb17a4af-4b29-4cc9-9d3d-ffba54fbde43,"Alycia parked her car on the street and headed into town. She joined her friends and they had a great night. It got late, and Alycia's car seemed to not be where she left it. Before long, all ten friends had joined in the car finding adventure.",Surprise they found it on the street she parked it.,1,2,"Alycia parked her car on the street and headed into town. She joined her friends and they had a great night. It got late, and Alycia's car seemed to not be where she left it. Before long, all ten friends had joined in the car finding adventure. [SEP] Surprise they found it on the street she parked it."
42736ec0-16cb-4e19-9404-d48ca24d08f2,"Chester decides to go to the mall one afternoon. He does not intend on buying anything, but just wants to walk around. However, he sees a very nice shirt on sale. Chester buys the shirt because the price is so good.",Chester immediately threw out the shirt he bought.,0,1,"Chester decides to go to the mall one afternoon. He does not intend on buying anything, but just wants to walk around. However, he sees a very nice shirt on sale. Chester buys the shirt because the price is so good. [SEP] Chester immediately threw out the shirt he bought."
42736ec0-16cb-4e19-9404-d48ca24d08f2,"Chester decides to go to the mall one afternoon. He does not intend on buying anything, but just wants to walk around. However, he sees a very nice shirt on sale. Chester buys the shirt because the price is so good.",Chester was very pleased with the shirt he bought.,1,2,"Chester decides to go to the mall one afternoon. He does not intend on buying anything, but just wants to walk around. However, he sees a very nice shirt on sale. Chester buys the shirt because the price is so good. [SEP] Chester was very pleased with the shirt he bought."
5a70a9e6-2934-4fbc-8573-98d5e355cc66,"Barry loves playing baseball. Barry decided that he would go and watch a professional game. Barry went to the stadium, and purchased a ticket. Upon entering, Barry decided to grab a beer to drink.",Barry also bought a hot dog.,1,1,"Barry loves playing baseball. Barry decided that he would go and watch a professional game. Barry went to the stadium, and purchased a ticket. Upon entering, Barry decided to grab a beer to drink. [SEP] Barry also bought a hot dog."
5a70a9e6-2934-4fbc-8573-98d5e355cc66,"Barry loves playing baseball. Barry decided that he would go and watch a professional game. Barry went to the stadium, and purchased a ticket. Upon entering, Barry decided to grab a beer to drink.",Barry decided to leave the game.,0,2,"Barry loves playing baseball. Barry decided that he would go and watch a professional game. Barry went to the stadium, and purchased a ticket. Upon entering, Barry decided to grab a beer to drink. [SEP] Barry decided to leave the game."
0a17cbf9-397b-4382-9ce0-0fd835626775,"The nastiest thing happened to Jimmy. He picked up a bag of potato chips from his bedroom floor. On his way out the door, he ate some chips. Outside, his friend said, why are there ants crawling on your bag?",Jimmy felt sick to his stomach.,1,1,"The nastiest thing happened to Jimmy. He picked up a bag of potato chips from his bedroom floor. On his way out the door, he ate some chips. Outside, his friend said, why are there ants crawling on your bag? [SEP] Jimmy felt sick to his stomach."
0a17cbf9-397b-4382-9ce0-0fd835626775,"The nastiest thing happened to Jimmy. He picked up a bag of potato chips from his bedroom floor. On his way out the door, he ate some chips. Outside, his friend said, why are there ants crawling on your bag?",Jimmy ate another chip from the bag.,0,2,"The nastiest thing happened to Jimmy. He picked up a bag of potato chips from his bedroom floor. On his way out the door, he ate some chips. Outside, his friend said, why are there ants crawling on your bag? [SEP] Jimmy ate another chip from the bag."
930c9d40-894e-49ec-ab5e-e99632fc7136,"Lindsey really wanted a new pair of shoes. The shoes were very expensive. She decided to save up her money. After several weeks, she could get the shoes.",She spent the money on going out to eat.,0,1,"Lindsey really wanted a new pair of shoes. The shoes were very expensive. She decided to save up her money. After several weeks, she could get the shoes. [SEP] She spent the money on going out to eat."
930c9d40-894e-49ec-ab5e-e99632fc7136,"Lindsey really wanted a new pair of shoes. The shoes were very expensive. She decided to save up her money. After several weeks, she could get the shoes.",She bought and enjoyed the shoes.,1,2,"Lindsey really wanted a new pair of shoes. The shoes were very expensive. She decided to save up her money. After several weeks, she could get the shoes. [SEP] She bought and enjoyed the shoes."
e7cda60f-1f70-44c6-b021-f485beb6c2bc,Beth was recovering from an illness. She was finally able to eat food after 4 days. Although she was better she wasn't well. She decided to take Friday off from school and take time to heal.,Beth needed to rest.,1,1,Beth was recovering from an illness. She was finally able to eat food after 4 days. Although she was better she wasn't well. She decided to take Friday off from school and take time to heal. [SEP] Beth needed to rest.
e7cda60f-1f70-44c6-b021-f485beb6c2bc,Beth was recovering from an illness. She was finally able to eat food after 4 days. Although she was better she wasn't well. She decided to take Friday off from school and take time to heal.,Beth played football on her Friday off.,0,2,Beth was recovering from an illness. She was finally able to eat food after 4 days. Although she was better she wasn't well. She decided to take Friday off from school and take time to heal. [SEP] Beth played football on her Friday off.
1ad020f7-a18a-45f9-a112-b9ca83afcad2,My friend nathan and his family went to the lake one summer. One day Nathan's dad left and didn't leave a lighter for his mom. Well his mom was very upset and made him walk to the store barefoot. Poor Nathan had to walk down a gravel road to bring his mom matches.,"When Nathan returned, he felt very happy for the exercise.",0,1,"My friend nathan and his family went to the lake one summer. One day Nathan's dad left and didn't leave a lighter for his mom. Well his mom was very upset and made him walk to the store barefoot. Poor Nathan had to walk down a gravel road to bring his mom matches. [SEP] When Nathan returned, he felt very happy for the exercise."
1ad020f7-a18a-45f9-a112-b9ca83afcad2,My friend nathan and his family went to the lake one summer. One day Nathan's dad left and didn't leave a lighter for his mom. Well his mom was very upset and made him walk to the store barefoot. Poor Nathan had to walk down a gravel road to bring his mom matches.,"When Nathan returned, his mom apologized for being so mean.",1,2,"My friend nathan and his family went to the lake one summer. One day Nathan's dad left and didn't leave a lighter for his mom. Well his mom was very upset and made him walk to the store barefoot. Poor Nathan had to walk down a gravel road to bring his mom matches. [SEP] When Nathan returned, his mom apologized for being so mean."
40a7c1fb-7e4d-4c4a-9e70-aaddb1697b13,Danny wanted  to  learn  how  to  make  fried  rice. His  friend  decided  to  teach him. His friend went to his house and taught him. Danny tried making it for himself.,Danny hated girls.,0,1,Danny wanted  to  learn  how  to  make  fried  rice. His  friend  decided  to  teach him. His friend went to his house and taught him. Danny tried making it for himself. [SEP] Danny hated girls.
40a7c1fb-7e4d-4c4a-9e70-aaddb1697b13,Danny wanted  to  learn  how  to  make  fried  rice. His  friend  decided  to  teach him. His friend went to his house and taught him. Danny tried making it for himself.,Danny did a great job.,1,2,Danny wanted  to  learn  how  to  make  fried  rice. His  friend  decided  to  teach him. His friend went to his house and taught him. Danny tried making it for himself. [SEP] Danny did a great job.
737d2e8c-d15c-4ac5-8288-01532a5f794f,Today was the first day of school. I got to wear my new outfit that Mom bought. I met a lot of new friends. My favorite class is music.,I had a great time at school.,1,1,Today was the first day of school. I got to wear my new outfit that Mom bought. I met a lot of new friends. My favorite class is music. [SEP] I had a great time at school.
737d2e8c-d15c-4ac5-8288-01532a5f794f,Today was the first day of school. I got to wear my new outfit that Mom bought. I met a lot of new friends. My favorite class is music.,I hate school.,0,2,Today was the first day of school. I got to wear my new outfit that Mom bought. I met a lot of new friends. My favorite class is music. [SEP] I hate school.
70a48e6f-a798-4f68-a865-4cecdac6c262,Arnold was scared of bats. He thought that if they bite him he would turn into a vampire. One day he saw a bat in his bathroom. He freaked out so much he screamed.,Arnold took a relaxing shower with the bat.,0,1,Arnold was scared of bats. He thought that if they bite him he would turn into a vampire. One day he saw a bat in his bathroom. He freaked out so much he screamed. [SEP] Arnold took a relaxing shower with the bat.
70a48e6f-a798-4f68-a865-4cecdac6c262,Arnold was scared of bats. He thought that if they bite him he would turn into a vampire. One day he saw a bat in his bathroom. He freaked out so much he screamed.,The bat flew directly toward the source of the scream.,1,2,Arnold was scared of bats. He thought that if they bite him he would turn into a vampire. One day he saw a bat in his bathroom. He freaked out so much he screamed. [SEP] The bat flew directly toward the source of the scream.
5bf65083-150d-4e08-a822-fd215ecd23fe,Kira always loved Japanese culture. Many of her favorite movies were in Japanese. She decided that she would travel there. For Years she saved money for her trip.,She spent all the money on shoes.,0,1,Kira always loved Japanese culture. Many of her favorite movies were in Japanese. She decided that she would travel there. For Years she saved money for her trip. [SEP] She spent all the money on shoes.
5bf65083-150d-4e08-a822-fd215ecd23fe,Kira always loved Japanese culture. Many of her favorite movies were in Japanese. She decided that she would travel there. For Years she saved money for her trip.,It was the best trip of her life.,1,2,Kira always loved Japanese culture. Many of her favorite movies were in Japanese. She decided that she would travel there. For Years she saved money for her trip. [SEP] It was the best trip of her life.
ad0ce734-b1cb-4dfb-aa2b-bd97c58da4c2,"Keira found a man she thought was a keeper. He had a great job, impressive house, and paid for all their dates. A few months into dating, Keira started planning her wedding dress. And then he hit her because she burned dinner.",Keira was so proud of her new boyfriend.,0,1,"Keira found a man she thought was a keeper. He had a great job, impressive house, and paid for all their dates. A few months into dating, Keira started planning her wedding dress. And then he hit her because she burned dinner. [SEP] Keira was so proud of her new boyfriend."
ad0ce734-b1cb-4dfb-aa2b-bd97c58da4c2,"Keira found a man she thought was a keeper. He had a great job, impressive house, and paid for all their dates. A few months into dating, Keira started planning her wedding dress. And then he hit her because she burned dinner.",Keira cannot stay with this abusive man.,1,2,"Keira found a man she thought was a keeper. He had a great job, impressive house, and paid for all their dates. A few months into dating, Keira started planning her wedding dress. And then he hit her because she burned dinner. [SEP] Keira cannot stay with this abusive man."
1471ffe2-1330-48a6-963b-e6798252bac8,"Benjamin went to the park today. First, he hung upside down on the monkey bars. After that, he went sliding down the slide. Then his mom pushed him on the swing and he went really high.",Benjamin did not enjoy the park.,0,1,"Benjamin went to the park today. First, he hung upside down on the monkey bars. After that, he went sliding down the slide. Then his mom pushed him on the swing and he went really high. [SEP] Benjamin did not enjoy the park."
1471ffe2-1330-48a6-963b-e6798252bac8,"Benjamin went to the park today. First, he hung upside down on the monkey bars. After that, he went sliding down the slide. Then his mom pushed him on the swing and he went really high.",Benjamin had fun and then left the park.,1,2,"Benjamin went to the park today. First, he hung upside down on the monkey bars. After that, he went sliding down the slide. Then his mom pushed him on the swing and he went really high. [SEP] Benjamin had fun and then left the park."
d9785ee8-3367-42de-b7c6-5ce1704028c5,"Sally was struggling to do well in school. Her parents decided they needed to motivate her. They said if she did well her last semester, she picks the vacation. Sally studied night and day, she wanted to do well.","After she finished studying, Sally collected firewood.",0,1,"Sally was struggling to do well in school. Her parents decided they needed to motivate her. They said if she did well her last semester, she picks the vacation. Sally studied night and day, she wanted to do well. [SEP] After she finished studying, Sally collected firewood."
d9785ee8-3367-42de-b7c6-5ce1704028c5,"Sally was struggling to do well in school. Her parents decided they needed to motivate her. They said if she did well her last semester, she picks the vacation. Sally studied night and day, she wanted to do well.","Sally did well, and her parents agreed to take her to Hawaii.",1,2,"Sally was struggling to do well in school. Her parents decided they needed to motivate her. They said if she did well her last semester, she picks the vacation. Sally studied night and day, she wanted to do well. [SEP] Sally did well, and her parents agreed to take her to Hawaii."
bb5695c6-6c1c-4de6-b56c-6b23077d3df5,"Harry shopped a lot online and was looking to buy a new camera. He researched different cameras online and decided to buy one. He made the purchase and the camera arrived in the mail the next week. When Harry opened the package, he found that the camera was damaged.","Annoyed, he contacted the retailer to complain about the damage.",1,1,"Harry shopped a lot online and was looking to buy a new camera. He researched different cameras online and decided to buy one. He made the purchase and the camera arrived in the mail the next week. When Harry opened the package, he found that the camera was damaged. [SEP] Annoyed, he contacted the retailer to complain about the damage."
bb5695c6-6c1c-4de6-b56c-6b23077d3df5,"Harry shopped a lot online and was looking to buy a new camera. He researched different cameras online and decided to buy one. He made the purchase and the camera arrived in the mail the next week. When Harry opened the package, he found that the camera was damaged.",Harry spent the evening happily taking pictures.,0,2,"Harry shopped a lot online and was looking to buy a new camera. He researched different cameras online and decided to buy one. He made the purchase and the camera arrived in the mail the next week. When Harry opened the package, he found that the camera was damaged. [SEP] Harry spent the evening happily taking pictures."
9e9c90c8-f951-4f4d-a4a1-9c0885008086,"Ben was tired at the end of the day. The customer asked for Spaghetti. Ben was too lazy to wash a dish and but the food on a dirty one. A week later, the restaurant got sued by the customer.",The customer was uplifted by the special service.,0,1,"Ben was tired at the end of the day. The customer asked for Spaghetti. Ben was too lazy to wash a dish and but the food on a dirty one. A week later, the restaurant got sued by the customer. [SEP] The customer was uplifted by the special service."
